month,policy_date,commodity,source_region,baseline_imports,postsim_imports,baseline_share,postsim_share,share_change
2025-07,2025-07-01,afs,canada,6501.71826171875,7242.72314453125,0.06671667391277204,0.0730764705703547,0.006359796657582656
2025-07,2025-07-01,afs,china,3497.26806640625,3909.549072265625,0.035886835414842486,0.03944594346927322,0.003559108054430736
2025-07,2025-07-01,afs,eu,20712.0546875,20933.2265625,0.21253449365616553,0.21120872416504644,-0.0013257694911190943
2025-07,2025-07-01,afs,ftrow,12897.6796875,13069.943359375,0.1323481355703727,0.13187102588323285,-4.7710968713984836e-4
2025-07,2025-07-01,afs,japan,2247.5517578125,2294.491943359375,0.023063007606917534,0.023150598142001627,8.759053508409359e-5
2025-07,2025-07-01,afs,mexico,14025.3037109375,13913.3515625,0.14391912668988024,0.14038071119144419,-0.0035384154984360594
2025-07,2025-07-01,afs,row,33357.76953125,33619.74609375,0.3422971194210876,0.3392111415797772,-0.0030859778413103722
2025-07,2025-07-01,afs,uk,4213.328125,4128.5302734375,0.043234607727961866,0.04165538499886977,-0.0015792227290920974
2025-07,2025-07-01,atp,canada,4360.8369140625,4725.947265625,0.092365649697531,0.09849666532917309,0.006131015631642089
2025-07,2025-07-01,atp,china,5080.6845703125,5555.11962890625,0.1076125387151796,0.11577800770900855,0.008165468993828945
2025-07,2025-07-01,atp,eu,11750.26953125,11775.166015625,0.24887912590244926,0.2454142039782334,-0.0034649219242158524
2025-07,2025-07-01,atp,ftrow,6107.8154296875,6121.66064453125,0.12936790609537682,0.12758567243204808,-0.0017822336633287472
2025-07,2025-07-01,atp,japan,1450.02197265625,1462.656494140625,0.03071250409484369,0.030484213872381864,-2.282902224618258e-4
2025-07,2025-07-01,atp,mexico,2851.3212890625,2812.13916015625,0.06039302742814858,0.05860969540047142,-0.0017833320276771578
2025-07,2025-07-01,atp,row,10574.876953125,10561.748046875,0.22398346911279118,0.22012453888998623,-0.0038589302228049516
2025-07,2025-07-01,atp,uk,5036.9296875,4966.34716796875,0.10668577895367985,0.10350700238869734,-0.0031787765649825134
2025-07,2025-07-01,b_t,canada,1189.615966796875,1340.3028564453125,0.045234571393428145,0.0540179529118219,0.008783381518393751
2025-07,2025-07-01,b_t,china,97.16927337646484,61.65594482421875,0.0036948145926707665,0.0024849069807115127,-0.0012099076119592538
2025-07,2025-07-01,b_t,eu,11591.6484375,10360.775390625,0.44076682177143667,0.4175682193687693,-0.023198602402667357
2025-07,2025-07-01,b_t,ftrow,2221.31298828125,1990.486083984375,0.08446435132012164,0.08022215504447212,-0.004242196275649521
2025-07,2025-07-01,b_t,japan,154.58712768554688,138.7471160888672,0.005878100713985164,0.0055918967474388286,-2.8620396654633565e-4
2025-07,2025-07-01,b_t,mexico,5267.79736328125,5784.90625,0.20030544525815472,0.23314789781211995,0.03284245255396523
2025-07,2025-07-01,b_t,row,3610.509765625,3223.74755859375,0.13728788644253306,0.12992604095582133,-0.007361845486711732
2025-07,2025-07-01,b_t,uk,2166.181640625,1911.552978515625,0.08236800850766983,0.07704093017884507,-0.005327078328824758
2025-07,2025-07-01,bph,canada,4131.7021484375,3801.74853515625,0.041317459927586855,0.0378842746667134,-0.003433185260873453
2025-07,2025-07-01,bph,china,3517.914306640625,1268.8826904296875,0.03517951637638655,0.012644366117208452,-0.022535150259178096
2025-07,2025-07-01,bph,eu,49603.01171875,51790.9296875,0.49603538090279076,0.5160945778979702,0.02005919699517944
2025-07,2025-07-01,bph,ftrow,6352.28857421875,6617.49560546875,0.06352355982703317,0.06594308350619077,0.002419523679157598
2025-07,2025-07-01,bph,japan,2198.910888671875,2313.259521484375,0.021989342228212878,0.0230515401733961,0.0010621979451832207
2025-07,2025-07-01,bph,mexico,497.2342529296875,326.8810119628906,0.004972395294228873,0.003257356431131344,-0.001715038863097529
2025-07,2025-07-01,bph,row,25402.5,26135.38671875,0.2540276956332497,0.26043810099954573,0.006410405366296057
2025-07,2025-07-01,bph,uk,8295.376953125,8097.04150390625,0.08295464981051123,0.08068670020784403,-0.002267949602667199
2025-07,2025-07-01,c_b,canada,7.833351264707744e-4,0.0010724907042458653,3.169899346750775e-4,5.417657933782936e-4,2.2477585870321604e-4
